,Industrials,Consumer Discretionary,Finance,Technology,Real Estate,Health Care,Miscellaneous,Telecommunications,Utilities,Consumer Staples,Energy,Basic Materials
23,11312.2255153656,19620029643.099113,18219.686232566833,8970.092924177647,6377.805261135101,215219.58238524199,352.2600018978119,702.2788193225861,2860.910544157028,2884.3927886486053,7387.633997559547,530.859631061554
24,11301.859548807144,19980028510.70336,18316.258827090263,8976.659824371338,6221.040277957916,213689.61493450403,350.5000014305115,699.9887599945068,2783.3420572280884,2869.301228284836,7426.905288815498,525.0176095962524
25,11291.528649926186,19980028434.31313,18191.212382912636,8905.815516889095,6181.768950462341,212113.10349994898,348.98999977111816,696.3198417425156,2762.58780169487,2847.3057432174683,7386.984751701355,527.052805185318
26,11332.99912250042,20340030058.229286,18224.382535219193,9029.61071330309,6215.845915317535,213093.09065276384,347.38000297546387,703.186891078949,2803.0609982013702,2860.9314720630646,7190.690887093544,527.1894701719284
27,11312.24836075306,20160029190.515957,18192.023295879364,9051.398054480553,6211.276905298233,213020.36105650663,345.28999519348145,703.4792714118958,2771.271812438965,2847.8857061862946,7151.893874287605,525.9753856658936
28,11445.11631166935,20160028872.46978,18368.31910467148,9146.266432642937,6291.402786016464,214014.23792612553,347.3199999332428,715.4424896240234,2775.184444665909,2846.442202091217,7289.230013012886,534.8381456136703
29,11595.27348959446,20520029110.793415,18417.36447620392,9168.165964841843,6268.909380435944,214014.54743427038,345.18000650405884,722.8930039405823,2751.037466287613,2838.3009865283966,7393.004692912102,543.7245897054672
30,11586.671281218529,21420028889.487812,18454.83239853382,9192.350615978241,6263.663614988327,216707.31580597162,346.5399990081787,720.9243515729904,2758.738743543625,2846.8666177988052,7501.154975295067,542.154501914978
31,11607.303814291954,21600029358.832516,18387.342887163162,9212.1471503973,6311.827748775482,225657.09967523813,347.8500003814697,716.6978719234467,2797.355607032776,2864.8684669733047,7422.3301438093185,546.9619443416595
32,11683.578093886375,21780030313.28895,18386.031678318977,9255.458416700363,6222.645356416702,231210.17115193605,346.6700003147125,719.7163324356079,2783.6012156009674,2866.978043079376,7458.196322441101,541.8189678192139
33,11750.20108294487,21240030190.57575,18465.074595808983,9314.411302447319,6262.796067714691,230656.34900972247,345.3399991989136,722.9469829797745,2789.9579060077667,2868.4494227170944,7462.533344388008,545.2295589447021
34,11735.069276690483,19620029342.378872,18428.252026081085,9236.559245407581,6288.370050191879,232378.4765739441,345.94999980926514,718.7744039297104,2799.139100790024,2874.8747433423996,7304.390543937683,540.2699325084686
35,11773.313370585442,19980029042.770527,18496.98980498314,9334.426409065723,6209.812167882919,227269.0856344998,344.63000226020813,722.3431361913681,2808.666770219803,2881.3108588457108,7385.458373785019,541.1036829948425
36,11751.23256456852,20520029484.97547,18468.187363386154,9327.231126904488,6218.626385211945,232987.99500086904,343.0400002002716,728.4044697284698,2807.720086812973,2836.9307191371918,7560.470032691956,541.3994510173798
37,11742.679561018944,19620029421.862255,18502.401919603348,9371.76390606165,6191.328883886337,224576.46193814278,341.960000038147,719.968644618988,2789.514305114746,2849.5440146923065,7358.185101151466,540.4505934715271
38,11690.414221405983,19080029118.776245,18395.488588690758,9336.776989281178,6232.736993074417,222766.34584897757,341.3399956226349,717.7262713909149,2804.0360455513,2836.5970392227173,7112.273043036461,541.8626940250397
39,11808.259811997414,19080029328.615192,18477.10044836998,9432.75311332941,6234.141338348389,222168.75346302986,342.8699963092804,716.4481871128082,2799.8559963703156,2843.205705881119,6981.216575622559,543.7081005573273
40,11727.887145161629,18720029488.24026,18454.737001657486,9328.233091652393,6221.0834102630615,225874.81053841114,338.8099989891052,715.058692574501,2811.2111032009125,2826.225742340088,7157.11686360836,536.8548996448517
41,11651.21131503582,18900030171.688553,18366.762700915337,9290.623605370522,6184.318980932236,237137.98703324795,338.9700016975403,712.1001749038696,2798.3716337680817,2812.272983789444,7186.762414932251,529.7948377132416
42,11654.094833135605,19800030001.151398,18419.502036213875,9352.819413483143,6202.554526567459,235021.8589220047,339.280002117157,710.7571020126343,2806.4144682884216,2822.0380494594574,7129.49324452877,525.8393177986145
43,11545.988894939423,20340029977.517273,18331.045478224754,9228.879226267338,6037.645342350006,237159.12625652552,335.9100031852722,699.0499742031097,2765.9822545051575,2773.9505224227905,6873.202318429947,515.7881957292557
44,11644.142302513123,19620028938.65439,18373.34457528591,9251.449249565601,6057.507816553116,254619.3486984372,340.7500035762787,697.0432376861572,2760.6492881774902,2773.872223377228,6879.344802498817,515.8051471710205
45,11480.070283651352,19440029890.17217,18173.133103966713,9094.321368575096,6025.239850997925,255411.25397229195,336.5550048351288,686.9397006034851,2740.4358863830566,2737.223980665207,6797.709618330002,505.5149463415146
46,11480.204067230225,19260029203.60346,18218.672291636467,9095.161501526833,6025.974662542343,260706.53273183107,340.51999616622925,687.5560443401337,2738.4123964309692,2740.5876939296722,6926.961339473724,507.9067896604538
47,11599.46706211567,19080028522.411705,18480.13940680027,9175.111081123352,6132.813567638397,259426.60988247395,342.20000648498535,691.3559875488281,2770.480692386627,2802.6576912403107,6795.397602558136,512.9201891422272
